文物编号,纹饰,类型,颜色,表面风化,ILR1,ILR2,ILR3,ILR4,ILR5,ILR6,ILR7,ILR8,ILR9,ILR10,ILR11,ILR12,ILR13
1,C,高钾,蓝绿,无风化,3.4720153479328344,-0.4227757867847287,0.09757542873503866,1.849213974141955,0.1333574500750091,0.8670235353627598,0.003122808020683953,1.9115162059152335,1.709712070607579,0.7567423344836139,1.4838422989913054,1.3649363933062348,1.524167656429743
2,A,铅钡,浅蓝,风化,3.001450791921364,1.1595314958115177,0.12591380342821398,0.7098899061516248,-0.862896958157294,0.312395305470745,2.111110436760083,-3.04674926412453,1.5560094532961812,-0.428897227659063,2.4168900631830397,1.255427765987012,1.1623002595633267
3,A,高钾,蓝绿,无风化,3.5159631914826495,-0.28532532971762703,0.49218694309121497,2.1342949397644304,-0.22297446093219256,1.18869060971608,0.09425912827936743,1.2739314705326632,0.6233514165316837,1.2725865205010225,3.660658812132865,1.126230094003734,1.042686457997387
4,A,高钾,蓝绿,无风化,3.447241256079287,-0.4235666421905716,-0.034398642576258305,1.3312938790885558,-0.20731049969958223,0.8800612828651712,0.7091933021073029,2.0081973045210284,1.7961862740563457,1.1941487929674393,1.5224568307805528,1.4004565963530502,1.6187593735454562
5,A,高钾,蓝绿,无风化,3.3999008442096987,-0.5528459615424773,-0.04568950354472076,1.2380236288081363,-0.30727370329910847,0.7140178948220622,0.4110551611813827,2.12805730065437,1.9033923137111515,1.124840967277434,3.6612291156281516,1.3256670654290577,1.2920595487678546
6,A,高钾,蓝绿,无风化,3.410686145894278,-0.22477718421208295,0.7271141460930092,0.900613530839508,-0.855758140365146,0.1305477452178328,0.6615511390630056,2.6041272061058733,0.9514746529702547,-0.38515892522234507,3.1245278194005115,1.4387204077825266,1.3319962714780245
7,B,高钾,蓝绿,风化,3.650714069284275,2.1077407506356303,0.8825042928189646,1.3114145773917143,-0.13182611515358778,2.1615246470040725,-0.885226754742155,0.9256459659045961,0.8279229211444518,0.6154188005199237,0.695818544384273,0.6400599679717238,0.5925803834079975
8,C,铅钡,紫,风化,2.2433167000920067,1.295179500675703,-0.3874189331138593,1.0458965097815083,0.06909231578404292,0.854405859113125,-1.6641618420038038,-2.8881041642252208,-2.5943073642508034,-0.7130979747612544,1.758686146974335,1.4816562203926342,-1.3574005137848373
9,B,高钾,蓝绿,风化,3.671982091006849,2.0291872690765804,1.3918998672847638,1.2220239594966869,0.161121940548382,1.4481210974077436,-0.22168346739966338,0.8200256183613267,0.7334532103788907,1.0552518305727352,0.5698610897263925,0.5241959614073926,0.4853111572905607
10,B,高钾,蓝绿,风化,3.680851854008029,1.6762375407925698,2.4646289367804344,1.0795352539956375,0.49579218945695375,1.4710789713052996,0.1770124034926023,0.588690096384584,0.5265404292787331,0.47627373841915105,0.4347764501324732,0.3999361658187797,0.3702689409409942
11,C,铅钡,浅蓝,风化,2.979571216545301,2.4233627827068274,-0.7253797252839916,0.8675130512113669,-0.507651395208905,1.134724566848392,-1.1639452360614384,-2.571782699884054,-1.7759833389026547,-1.183932868849149,2.0144231283686294,1.5698317189571145,1.4533817586709916
12,B,高钾,蓝绿,风化,3.6679475986871797,1.586284812402067,1.4147828542819236,1.3752890715367896,0.1924089137826419,1.6590282305864774,-0.18959722750733773,0.9091596418203625,0.8131771046038764,1.9333183785192931,0.5621177701503152,0.5170731433683238,0.4787167091829683
13,C,高钾,浅蓝,无风化,2.1403311188432586,0.02950696499049695,0.3367930180595486,2.7866982649603815,0.012591121234372915,0.7145299475978967,0.15470937521289457,2.2243426084207205,1.9895125110711709,0.9418030275677843,1.721090017100217,1.5831725528333263,1.465732970821315
14,C,高钾,深绿,无风化,2.0624966480423583,0.1374238477846977,0.4437444972558456,2.6006324452755005,-0.2847227262704766,2.4586922263740205,2.1871690684725724,0.7622239556846203,1.7678080565842875,2.714790139560155,1.3578661068265294,1.2490551507424321,1.1564003642817777
16,C,高钾,浅蓝,无风化,2.4290640537456296,-0.17634856480913347,0.3627819388833565,2.7554970444092546,-0.009725049197579428,2.481143359247909,1.2739718322837092,3.2683654794428625,1.4633653887228162,1.3236637978871342,3.6502739432047164,0.9073005433644886,0.8399970795814008
18,A,高钾,深蓝,无风化,3.563617205375076,-0.3163428063473903,2.2941050197168864,0.8023221718525575,0.025327522896294842,1.668998467706016,1.4453950719107118,1.274718635504688,1.140143008469704,0.10458330648773398,2.9359128928612597,-0.679262731403516,0.8388435859593966
19,A,铅钡,浅蓝,风化,2.8665596313304134,1.6550089747967285,-0.33644737171322886,1.172829455424111,-0.6857374890296405,0.33458845363079714,-0.6179986807976727,-2.9033560039989985,-0.623665888857969,-1.041867512786335,2.7243631675217856,1.5491924728568014,1.4342735297871694
20,A,铅钡,浅蓝,无风化,3.1011155010733837,1.4454203186368761,1.3880043982798143,1.0751435838000736,-1.3684089867194353,0.03177893661912663,-1.050385485536562,-1.5538619722278735,-2.2712488854910187,-0.7101102541491713,1.7589614147537627,1.6180091718984628,1.4979854129599381
21,A,高钾,蓝绿,无风化,3.536704007122377,2.0419170105561326,-0.4715365474148091,0.8429747484358128,-0.7942932783225999,0.2175287358006705,-0.1155807240160239,1.017976901252384,0.26726712276512166,0.7973571350870103,1.4529667088715315,1.3365349812101286,1.2373909496534665
22,B,高钾,蓝绿,风化,3.653931577453208,1.8313781550861474,0.5952983340823772,1.3135988708043682,-0.47846443041980397,1.727403311424983,1.0731817810341113,0.9879568856137612,0.8836555020285414,1.67533205041395,0.6496837755312226,0.5976221529511478,0.5532906012715186
23,A,铅钡,蓝绿,风化,1.3546018942458857,3.0291776658285268,2.150973248454585,1.3524996731986703,0.47155744809960043,1.355269508759109,-0.4894724460811396,-2.069109786759893,-1.510219024459203,1.642989808271646,1.907636671863464,1.3455480917029097,1.2457354685091542
24,C,铅钡,紫,无风化,2.9111418040211383,1.6807485042007768,1.276721421621138,0.8977971054127808,-0.2864926296175749,0.7918727270410715,-1.9225894392745495,-2.8615954970333193,-2.4596797432334285,2.764621565075203,0.7316285124052999,1.2098841695902245,1.1201350826032521
25,C,铅钡,浅蓝,风化,2.18276909713153,2.5008182965081085,1.5777069115454674,1.4189772847180497,-0.05006918795702192,0.14617981782235268,0.4305361075288224,-2.778031787304096,-0.997222045037318,2.4878700894516275,2.2219946897323197,1.153043826593463,1.0675111505788843
26,C,铅钡,紫,风化,2.2047977782555304,2.053235080232959,-0.6345674751565472,0.8085457232253336,0.11984575368641305,0.6492818383737863,-1.8807795704668304,-3.0106879164307636,-2.8161230588614727,-0.6411654694944492,1.4715188849458696,1.3807784501567562,-1.4641104796647315
27,B,高钾,蓝绿,风化,3.6614925338399367,2.1139637000482923,0.9867245214584417,1.2601041220589784,-0.373727078332921,2.0262092086415913,-0.1546381323121178,0.8821674600994659,0.7890345633282956,1.0694484132645088,0.6190493958446425,0.569442622182279,0.5272014252835409
28,A,铅钡,浅蓝,风化,3.462389379810467,2.5470432214302927,0.3809722133333424,0.556871468229358,-0.9580411754629358,1.4485313603284418,1.4575102085802478,-2.4387656357384473,-0.8102894453915063,0.5609372159823702,2.579612036666586,1.7478336349102428,0.8532533074495657
29,A,铅钡,浅蓝,风化,2.9919575449333,2.642366373622277,-0.11986917007637561,0.5271194257718419,-1.6366011800441498,1.277417157186838,1.190822257163746,-1.6005171632104958,0.2783380771613655,1.7769573555786877,2.0957683043310333,1.233761534275205,1.1422412267582063
30,A,铅钡,深蓝,无风化,3.003605880015041,1.468890161025282,-0.5402542481720244,1.162858517323255,-0.6084143488292582,-0.02878308622504168,1.4364738758884832,-2.8103744286221937,-1.265156035401014,1.4143748296923984,1.7985007510498099,1.6428737191913052,1.334940586383866
31,C,铅钡,紫,无风化,3.4340215938122034,1.9826332915904636,0.4162637170494076,0.8470515285488905,-0.45052975851763194,-0.741149372654657,1.5515620392016114,-2.0515649786182655,-0.339143331708722,0.40567429244640135,1.9849323409281285,1.3110700397446373,1.213814995005183
32,C,铅钡,浅绿,无风化,3.4683146465578405,2.7373233399083956,1.2565129580693601,0.8695953740203597,-0.6768624857850699,0.2229129760808041,2.2577649210134516,-2.90289858038653,-1.2696841009131004,2.0523987428366643,0.8095260753757991,0.744655683667951,0.6894171993496598
33,C,铅钡,深绿,无风化,3.5155711641970315,3.050023690655858,0.9002343017616188,0.29814717209805397,-0.5365347678840972,0.9370518327246778,0.912085752208389,-2.5308610719643174,-0.8258546644990572,2.4062477253024532,0.8631681027038867,0.7939991720970156,0.7351003927301822
34,C,铅钡,深绿,风化,3.008616999681155,2.315804722260356,0.6521289381724965,0.8888251739714507,-0.3330834447605538,0.8641480194140437,-0.3433780997629544,-3.5351738978403233,-1.7029358550610187,1.683669959591853,1.9537586823555821,0.9933309944935285,0.9196458004291662
35,C,铅钡,浅绿,无风化,3.442748022216654,1.9876714973788367,1.6541260479298197,1.0244965122886074,-0.11757443977327615,1.8787386459716489,1.6837445354929876,-3.159254358869117,-1.5389656248147192,1.091200572820221,0.8170770308848261,0.751601552501528,0.6958478243261692
36,C,铅钡,深绿,风化,2.0368663801239943,3.4324716765190475,1.5854680448575367,0.9483689286083979,-0.27683909847310967,1.2560782267177104,0.38270669540217356,-3.5412036487136853,-1.8904017011611212,3.0970253379487884,1.7308036878255115,0.7921501356872483,0.7333885176568085
37,C,铅钡,深绿,无风化,3.3579566037808184,2.605917954041957,0.6708067763938623,0.9990099678660983,-0.6934308224138713,0.9444700487015232,-0.8232169428914848,-2.371486355592845,-1.6361432175386543,0.3865353447101342,1.8365045160396871,1.1910281784211958,-0.7763779678670896
38,C,铅钡,深绿,风化,2.243155264255803,2.102447843854519,1.2432448871658295,1.214406363859574,-0.47874259998254226,1.61532466798636,0.5353717116096283,-3.4997479531953344,-1.5964713576868466,1.4309422745503033,1.4571838279124412,1.124366344259165,1.040960961022919
39,C,铅钡,深绿,风化,2.7732709550175048,1.6011487324151268,0.4751370804209036,1.046633838243706,0.8900067410616183,0.716256561228076,0.1278025611080452,-3.8840438044814563,-1.4490198400537502,0.4326565587002228,1.0103136287577403,1.0831101066801112,1.0027651070312393
40,C,铅钡,浅蓝,风化,2.4552617450958905,1.4175460294621027,-0.10805750654735807,1.0631295770704097,0.9978980836592047,1.641641667803533,0.4821039132443822,-4.201893376450452,-1.528050060701963,-0.11441669645330652,0.8114673334450648,1.006420298010208,0.9317641407169316
41,C,铅钡,浅绿,风化,2.5725191778949057,1.5656656912911533,-0.9907552399666844,-0.2333695378040029,-0.3719061314675039,0.2603909658753011,2.3235898319057577,-3.08687478206815,-1.3297813899718505,-0.9466018619574939,1.7827565959804466,1.6086367260104302,1.489308214172767
42,A,铅钡,浅蓝,风化,1.552364024983504,3.450678269770391,2.0438564663898284,0.6470099112587085,-0.7562975555075816,1.400533155089804,-0.34885198437045134,-2.24336262237724,-1.3646284481286033,4.092433215725844,2.322790401647411,1.1136418529937064,1.0310320114495222
43,C,铅钡,浅蓝,风化,2.4981953578907627,1.4423337623665053,-1.1086666840281867,0.7911641031356931,-0.3797722300333118,0.5751870508159721,-0.587178169131599,-3.0864654678892895,-0.5843223690059776,-0.7150942635231043,1.6904433881884262,1.6585057352160173,1.535477945251042
44,A,铅钡,浅蓝,风化,2.1129676755744304,3.4472049639431876,0.38485071287191364,1.5699526807006001,-1.64113201619819,1.2073039777582202,1.5905332766705502,-1.8544744993735736,-0.749562178466528,1.527985218503705,2.0515616476443723,1.228161695253803,1.1370567832367018
45,A,铅钡,浅蓝,无风化,2.2182840598519853,3.8817592531748093,0.9842566053983867,0.875772060249787,-1.0290142755367195,1.2398075469644236,1.0417265343568458,-2.293284803587484,-1.6928479351089172,1.3895193885228356,2.034978969906599,1.1027057844842003,1.020907179410932
46,A,铅钡,浅蓝,无风化,3.303632615102946,2.4996368666145434,1.1392984617111395,-0.16731170166317483,-1.098507724253095,1.133789473656246,0.60816140980911,-2.754235606973864,-1.590428882607842,2.2970742129433694,1.3640526089740062,1.078855904176416,0.9988264808448155
47,A,铅钡,浅蓝,无风化,1.6994199610515537,3.2484816026720345,1.3455972189127936,1.3598474148548871,-0.361886441310368,1.3640678649468916,0.9432362618026827,-2.6240406046687514,-1.3866705322510524,3.060169613617451,0.7445825212934734,1.1871903990326065,1.0991247336813827
48,A,铅钡,浅蓝,风化,2.9695957439975245,2.462645151892349,-0.1432664280318447,0.43011402799761,-1.640658576780378,1.0058768747326514,1.5264488305092918,-1.8832213933602722,-0.9586102996419261,0.938698710509112,2.275439114533816,0.5017573348507776,1.371355252368869
49,A,铅钡,黑,风化,3.125285714877991,2.790548849305787,-0.7115426616683578,0.26638455919569554,-1.1452114134475384,0.03762057525000242,1.200940299543573,-2.624228989030959,-0.7198281280524396,-1.0367778101192489,1.9355091337729882,1.5130623275713022,1.400823515074152
50,A,铅钡,黑,风化,2.947881091040855,1.7019599414514455,-0.4142112005724333,1.3179097758196967,-0.5550459194867572,2.220787217973264,0.32091339721369944,-3.2128778608815916,-1.6444197024420724,-1.033119280844171,1.600357774786443,1.3849395557448023,1.2822048776786061
51,C,铅钡,浅蓝,风化,2.7288612645000274,1.5755087856402334,-0.7876461307917298,0.45756329449342686,-0.610661689638527,0.9399785287655024,0.5566361786506014,-3.059520322801617,-0.5292382565497492,-1.0830329704720303,2.6169621075012546,2.2279890306198697,1.3654372441703237
52,C,铅钡,浅蓝,风化,2.156106704496716,1.9938791271985339,0.07765732405281801,1.32810814573613,0.4031594337401512,1.838797687939561,0.5513283824583368,-3.4883920829010076,-1.504845180264721,-0.9662751523206988,1.571992260262887,1.3476053854972945,1.2476401524551328
53,A,铅钡,浅蓝,风化,2.150805923068472,3.951828658262874,1.0979825433979375,0.511067784646197,-1.107831508867265,1.3520516963585048,1.1205914538837531,-2.0576247971669215,-1.4435053662039585,1.4270126923596904,1.9148124862905322,1.1471006225261067,1.062008812796276
54,C,铅钡,浅蓝,风化,2.5808598534201974,2.439694034505805,-0.2662624222319176,0.05199978686902019,-1.0373138086790927,1.0031863893842738,0.16619312622572296,-3.587680528375535,-0.567890704703123,-1.4281526689447512,0.8194442229419363,1.3970351858367915,1.2934032551371832
55,C,铅钡,绿,无风化,2.047127676510059,2.5500918034514015,1.1095502273651323,1.5758391024547633,0.3278890193346407,1.2494953900489132,0.58828720446565,-2.9176272069471834,-1.2616129952315969,1.836486104542035,1.3211766756469958,1.215305782699283,1.1251545209928089
56,C,铅钡,蓝绿,风化,2.891931007246539,1.6696571455116145,0.39429777400411437,1.117537928384223,-0.3039700150247745,0.9767896330657214,0.39540027104120934,-3.380451586172714,-2.0919208693265547,-0.17078943181364611,1.4233837939496146,1.309322657350339,1.212197233262553
57,C,铅钡,蓝绿,风化,2.7896026922424064,1.6105778652982579,0.29050518011473125,1.1011916549517409,-0.46003839575806765,0.9896340038835694,0.05448353775349004,-3.4030669337383315,-2.1347902724450165,1.4635882631167598,1.3360671776814261,1.2290030523856983,1.1378357285804974
58,C,铅钡,浅蓝,风化,2.8879026761017212,2.0011250994973206,-0.6017141005349101,0.8626968254653258,-0.6596075101752263,0.7472732481071799,-0.5612629209469409,-2.881673546488831,-1.0249421456708028,-1.0797452383937707,2.483309818597327,1.5568965496731029,1.4414061189538931
