单品编码,单品名称,分类名称,日期,日序号,批发价格(元/千克),最优售价(元/千克),最优销量(千克),最优补货量(千克),最大利润(元),加成率,损耗率
102900005115199,四川红香椿,花叶类,2023-07-03,3,15.248420327336715,30.49684065467343,1.445465195296412,1.6143234256158274,19.466239594774862,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-04,4,15.114848682085253,30.229697364170505,1.4550753341999347,1.6250562142058687,19.424008217329263,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-05,5,14.981277036833788,29.962554073667576,1.4648355242962203,1.6359565828637708,19.381494817640615,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-06,6,14.847705391582323,29.695410783164647,1.4747494779070853,1.6470286775821816,19.338694972480834,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-07,7,14.714133746330859,29.428267492661718,1.4848210336937127,1.6582767854519909,19.29560414869286,0.5,0.10460000000000001
102900005115977,豌豆尖,花叶类,2023-07-01,1,14.460445719301038,28.920891438602077,0.6184119546857263,0.6748275367587585,8.126718040609944,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-02,2,14.750188438305912,29.500376876611824,0.6027272080645157,0.6577119249940154,8.079304959908594,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-03,3,15.039931157310784,30.07986231462157,0.5877339270974351,0.6413508589016097,8.033082839160326,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-04,4,15.329673876315656,30.659347752631312,0.573389170759641,0.6256974800956362,7.987999668814123,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-05,5,15.61941659532053,31.23883319064106,0.5596534097266138,0.6107086531281251,7.944006639447897,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-06,6,15.909159314325402,31.818318628650804,0.5464901982718741,0.5963446074551223,7.901057889806657,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-07,7,16.198902033330274,32.39780406666055,0.533865883007929,0.5825686196070811,7.859110278858049,0.5,0.0836
102900005115748,白菜苔,花叶类,2023-07-01,1,3.115673726726546,6.231347453453092,3.387042710629094,3.7130483563134113,9.53719275978458,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-02,2,3.1173164145819823,6.2346328291639646,3.3849022651497336,3.710701891196814,9.536190870765763,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-03,3,3.118959102437419,6.237918204874838,3.3827642988817876,3.7083581439177675,9.535189614725116,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-04,4,3.120601790292855,6.24120358058571,3.3806288076501825,3.706017109899345,9.534188990929671,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-05,5,3.1222444781482914,6.244488956296583,3.3784957872890677,3.7036787845747288,9.533188998647692,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-06,6,3.1238871660037275,6.247774332007455,3.376365233641795,3.7013431633871905,9.532189637148678,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-07,7,3.125529853859164,6.251059707718328,3.374237142560886,3.6990102417900528,9.531190905703363,0.5,0.08779999999999999
102900011022764,长线茄,茄类,2023-07-01,1,6.992654883999666,13.985309767999333,3.1162335588015533,3.347189644255159,20.17574961570074,0.5,0.069
102900011022764,长线茄,茄类,2023-07-02,2,6.985309767214249,13.970619534428497,3.119716170051235,3.3509303652537428,20.177081057528458,0.5,0.069
102900011022764,长线茄,茄类,2023-07-03,3,6.977964650428832,13.955929300857663,3.123206343435272,3.3546792088456194,20.178413988119537,0.5,0.069
102900011022764,长线茄,茄类,2023-07-04,4,6.970619533643415,13.94123906728683,3.1267041033600464,3.358436201246022,20.179748410708413,0.5,0.069
102900011022764,长线茄,茄类,2023-07-05,5,6.963274416857998,13.926548833715996,3.1302094743365347,3.362201368782529,20.181084328539903,0.5,0.069
102900011022764,长线茄,茄类,2023-07-06,6,6.955929300072581,13.911858600145163,3.133722480980875,3.365974737895676,20.182421744869355,0.5,0.069
102900011022764,长线茄,茄类,2023-07-07,7,6.9485841832871635,13.897168366574327,3.137243148014922,3.3697563351395505,20.183760662962634,0.5,0.069
102900011008133,丝瓜尖,花叶类,2023-07-01,1,23.15820957799294,46.31641915598588,0.32706028389099584,0.3892647987276789,6.133585407700274,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-02,2,23.697923737335035,47.39584747467007,0.32163662517013797,0.38280959910751955,6.17244774326169,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-03,3,24.237637896677132,48.475275793354264,0.31642204484547126,0.3766032430914916,6.210672854215483,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-04,4,24.777352056019225,49.55470411203845,0.311404091001121,0.3706309104988348,6.248285036566266,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-05,5,25.317066215361322,50.634132430722644,0.306571303705381,0.36487896180121515,6.285307154763894,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-06,6,25.856780374703416,51.71356074940683,0.30191311687112815,0.35933482131769595,6.32176075456289,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-07,7,26.396494534045512,52.792989068091025,0.2974197716388254,0.35398687412381025,6.357666164829624,0.5,0.1598
102900005116639,马齿苋,花叶类,2023-07-01,1,7.209390263755458,14.418780527510917,0.6608655879430451,0.7491108455486796,4.128243434362961,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-02,2,7.1987805287120965,14.397561057424193,0.6613139210888624,0.7496190445350969,4.1249645752504795,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-03,3,7.188170793668734,14.376341587337468,0.6617632203101657,0.7501283385968779,4.121683490110073,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-04,4,7.177561058625372,14.355122117250744,0.6622134891192115,0.7506387317152704,4.118400174141516,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-05,5,7.166951323582009,14.333902647164019,0.6626647310462425,0.7511502278919094,4.11511462252712,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-06,6,7.156341588538647,14.312683177077295,0.6631169496396049,0.7516628311489514,4.1118268304316405,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-07,7,7.145731853495285,14.29146370699057,0.6635701484658699,0.752176545529211,4.1085367930021945,0.5,0.11779999999999999
102900011008515,面条菜,花叶类,2023-07-01,1,5.022382559356172,9.69000227792873,0.4006859043462436,0.45950218388330694,1.5748515715274403,0.4816943881637845,0.128
102900011008515,面条菜,花叶类,2023-07-02,2,4.994765118080609,9.636718191002252,0.4061520641909103,0.46577071581526414,1.5875576609241424,0.48169438816378457,0.128
102900011008515,面条菜,花叶类,2023-07-03,3,4.967147676805046,9.583434104075772,0.4117237245093265,0.47216023452904415,1.6004375708991097,0.48169438816378457,0.128
102900011008515,面条菜,花叶类,2023-07-04,4,4.9395302355294834,9.530150017149293,0.41740352521836843,0.47867376745225737,1.6134946657327753,0.4816943881637845,0.128
102900011008515,面条菜,花叶类,2023-07-05,5,4.9119127942539205,9.476865930222814,0.42319418756943117,0.4853144352860449,1.626732394127425,0.48169438816378457,0.128
102900011008515,面条菜,花叶类,2023-07-06,6,4.8842953529783575,9.423581843296335,0.4290985171303074,0.4920854554246644,1.6401542918156187,0.48169438816378457,0.128
102900011008515,面条菜,花叶类,2023-07-07,7,4.856677911702794,9.370297756369855,0.4351194068940323,0.4989901455206792,1.653763984264487,0.4816943881637846,0.128
102900011000861,红线椒,辣椒类,2023-07-01,1,12.264431829916221,24.528863659832442,0.20207137552546023,0.2189526227386068,2.271251704259809,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-02,2,12.426968462274209,24.853936924548417,0.19707416725988466,0.21353794263721385,2.2444396438835024,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-03,3,12.589505094632194,25.17901018926439,0.192263091593304,0.20832494484050706,2.218286387838739,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-04,4,12.752041726990182,25.504083453980364,0.18762894479549014,0.20330365672932077,2.1927675525844683,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-05,5,12.914578359348168,25.829156718696336,0.18316308770603695,0.19846471741904534,2.167859952765398,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-06,6,13.077114991706154,26.154229983412307,0.1788574045538511,0.19379933313885697,2.143541528164836,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-07,7,13.239651624064141,26.479303248128282,0.17470426524642402,0.18929923637059703,2.1197912759534234,0.5,0.0771
102900011027479,小皱皮,辣椒类,2023-07-01,1,10.399929031082275,20.79985806216455,0.270646621458765,0.29646907816712126,2.5461539384982452,0.5,0.08710000000000001
102900011027479,小皱皮,辣椒类,2023-07-02,2,10.470583937739839,20.941167875479678,0.266956333565038,0.2924266990525118,2.5284990985424995,0.5,0.08710000000000001
102900011027479,小皱皮,辣椒类,2023-07-03,3,10.541238844397402,21.082477688794803,0.2633406764078946,0.2884660712103128,2.5110841797887136,0.5,0.08710000000000001
102900011027479,小皱皮,辣椒类,2023-07-04,4,10.611893751054964,21.22378750210993,0.259797655514642,0.28458500987473107,2.4939043462555457,0.5,0.08710000000000001
102900011027479,小皱皮,辣椒类,2023-07-05,5,10.682548657712527,21.365097315425054,0.25632534250899774,0.28078140268265717,2.4769548907761356,0.5,0.08710000000000001
102900011027479,小皱皮,辣椒类,2023-07-06,6,10.753203564370091,21.506407128740182,0.25292187250219667,0.2770532068158579,2.4602312307431107,0.5,0.08710000000000001
102900011027479,小皱皮,辣椒类,2023-07-07,7,10.823858471027654,21.647716942055307,0.2495854416033826,0.2733984462738335,2.4437289040210697,0.5,0.08710000000000001
102900011029176,辣妹子,辣椒类,2023-07-01,1,1.0208631116710543,2.0417262233421085,35.245396256981174,35.245396256981174,35.98072489498113,0.5,0.0
102900011029176,辣妹子,辣椒类,2023-07-02,2,0.9729164317161381,1.9458328634322761,38.46732644855326,38.46732644855326,37.42549398598626,0.5,0.0
102900011029176,辣妹子,辣椒类,2023-07-03,3,0.9249697517612218,1.8499395035224435,42.16983328773493,42.16983328773493,39.005820227968286,0.5,0.0
102900011029176,辣妹子,辣椒类,2023-07-04,4,0.8770230718063055,1.754046143612611,46.45543745063453,46.45543745063453,40.74249045506117,0.5,0.0
102900011029176,辣妹子,辣椒类,2023-07-05,5,0.8290763918513891,1.6581527837027783,51.45588408934267,51.45588408934267,42.660858720315524,0.5,0.0
102900011029176,辣妹子,辣椒类,2023-07-06,6,0.7811297118964728,1.5622594237929457,57.34283218861736,57.34283218861736,44.792189986822464,0.5,0.0
102900011029176,辣妹子,辣椒类,2023-07-07,7,0.7331830319415564,1.4663660638831129,64.34343158607344,64.34343158607344,47.17551225580143,0.5,0.0
102900011030042,枝江红菜苔(份),花叶类,2023-07-01,1,1.355992138183605,2.71198427636721,4.293233435392068,4.740237866172097,5.215456291907677,0.5,0.0943
102900011030042,枝江红菜苔(份),花叶类,2023-07-02,2,1.3619842762779202,2.7239685525558404,4.2666111725570595,4.710843736951595,5.2060195622984375,0.5,0.0943
102900011030042,枝江红菜苔(份),花叶类,2023-07-03,3,1.3679764143722353,2.7359528287444705,4.240269779573208,4.681759721290945,5.1966412215790685,0.5,0.0943
102900011030042,枝江红菜苔(份),花叶类,2023-07-04,4,1.3739685524665504,2.7479371049331007,4.214205082297408,4.652981210442098,5.187320655077512,0.5,0.0943
102900011030042,枝江红菜苔(份),花叶类,2023-07-05,5,1.3799606905608652,2.7599213811217305,4.188412986460328,4.624503683847111,5.178057257236857,0.5,0.0943
102900011030042,枝江红菜苔(份),花叶类,2023-07-06,6,1.3859528286551803,2.7719056573103606,4.162889475799568,4.596322707076921,5.168850431441288,0.5,0.0943
102900011030042,枝江红菜苔(份),花叶类,2023-07-07,7,1.3919449667494954,2.783889933498991,4.137630610244303,4.568433929826988,5.159699589846108,0.5,0.0943
102900011031599,杏鲍菇(份),食用菌,2023-07-01,1,2.0365966529578383,3.06618883360316,3.0981435872908714,3.4207172212552406,2.532872028726848,0.33578890163637465,0.0943
102900011031599,杏鲍菇(份),食用菌,2023-07-02,2,2.1037970074168464,3.167362021802763,2.7449229690979897,3.0307198510522135,2.3181454121325737,0.3357889016363746,0.0943
102900011031599,杏鲍菇(份),食用菌,2023-07-03,3,2.1709973618758545,3.2685352100023657,2.4412480887249224,2.695426839709531,2.1275407762096243,0.33578890163637454,0.0943
102900011031599,杏鲍菇(份),食用菌,2023-07-04,4,2.238197716334862,3.3697083982019684,2.178943659992588,2.405811703646448,1.9577224892527934,0.33578890163637465,0.0943
102900011031599,杏鲍菇(份),食用菌,2023-07-05,5,2.30539807079387,3.470881586401571,1.9513741979318018,2.1545480820711074,1.8058977799412617,0.3357889016363746,0.0943
102900011031599,杏鲍菇(份),食用菌,2023-07-06,6,2.3725984252528782,3.572054774601174,1.7531200235129163,1.9356520078535016,1.6697158447674454,0.33578890163637454,0.0943
102900011031599,杏鲍菇(份),食用菌,2023-07-07,7,2.439798779711886,3.6732279628007767,1.5797282096262755,1.7442069224094905,1.547187912364743,0.33578890163637465,0.0943
102900011031759,红灯笼椒(份),辣椒类,2023-07-01,1,3.919871255165875,7.83974251033175,0.8769588964817131,0.968266419876022,3.079652233946916,0.5,0.0943
102900011031759,红灯笼椒(份),辣椒类,2023-07-02,2,4.331170120695856,8.662340241391712,0.8177486212706535,0.9028912678267126,3.173041107927115,0.5,0.0943
102900011031759,红灯笼椒(份),辣椒类,2023-07-03,3,4.742468986225837,9.484937972451673,0.7673909829279848,0.8472904746913822,3.2604070751422096,0.5,0.0943
102900011031759,红灯笼椒(份),辣椒类,2023-07-04,4,5.153767851755818,10.307535703511636,0.7239536536210515,0.799330521829581,3.3426141860541883,0.5,0.0943
102900011031759,红灯笼椒(份),辣椒类,2023-07-05,5,5.565066717285799,11.130133434571597,0.6860391226843835,0.7574683920551878,3.4203448387913067,0.5,0.0943
102900011031759,红灯笼椒(份),辣椒类,2023-07-06,6,5.976365582815779,11.952731165631558,0.6526097366853078,0.7205583931603265,3.4941483573806664,0.5,0.0943
102900011031759,红灯笼椒(份),辣椒类,2023-07-07,7,6.38766444834576,12.77532889669152,0.6228776424952185,0.6877306420395479,3.5644741730782297,0.5,0.0943
102900011032213,红杭椒(份),辣椒类,2023-07-01,1,3.1222784061620503,6.244556812324101,2.1767982808714064,2.4034429511663977,6.088922507001697,0.5,0.0943
102900011032213,红杭椒(份),辣椒类,2023-07-02,2,3.110488292079486,6.220976584158972,2.1823000244102944,2.409517527227884,6.081261293463347,0.5,0.0943
102900011032213,红杭椒(份),辣椒类,2023-07-03,3,3.098698177996922,6.197396355993844,2.1878366463417827,2.415630613163059,6.073580679826398,0.5,0.0943
102900011032213,红杭椒(份),辣椒类,2023-07-04,4,3.0869080639143576,6.173816127828715,2.193408501751944,2.4217826010289762,6.0658805428689355,0.5,0.0943
102900011032213,红杭椒(份),辣椒类,2023-07-05,5,3.075117949831793,6.150235899663586,2.199015950716272,2.4279738883916,6.058160758112164,0.5,0.0943
102900011032213,红杭椒(份),辣椒类,2023-07-06,6,3.0633278357492286,6.126655671498457,2.20465935838925,2.4342048784246995,6.0504211998027015,0.5,0.0943
102900011032213,红杭椒(份),辣椒类,2023-07-07,7,3.0515377216666644,6.103075443333329,2.2103390950958826,2.4404759800109117,6.042661740894574,0.5,0.0943
102900011032343,七彩椒(2),辣椒类,2023-07-01,1,12.277352838832645,24.55470567766529,0.5842992180303905,0.64513549523064,6.426739222624617,0.5,0.0943
102900011032343,七彩椒(2),辣椒类,2023-07-02,2,12.29457801883248,24.58915603766496,0.5835167124447941,0.6442715164456156,6.427137068638183,0.5,0.0943
102900011032343,七彩椒(2),辣椒类,2023-07-03,3,12.311803198832314,24.623606397664627,0.5827363481612803,0.6434099019115384,6.42753438222096,0.5,0.0943
102900011032343,七彩椒(2),辣椒类,2023-07-04,4,12.329028378832147,24.658056757664294,0.5819581163366735,0.6425506418644954,6.4279311648289195,0.5,0.0943
102900011032343,七彩椒(2),辣椒类,2023-07-05,5,12.346253558831982,24.692507117663965,0.5811820081766049,0.6416937265944628,6.428327417912011,0.5,0.0943
102900011032343,七彩椒(2),辣椒类,2023-07-06,6,12.363478738831816,24.726957477663632,0.5804080149351778,0.6408391464449352,6.428723142914214,0.5,0.0943
102900011032343,七彩椒(2),辣椒类,2023-07-07,7,12.380703918831651,24.761407837663302,0.5796361279146311,0.6399868918125551,6.4291183412735675,0.5,0.0943
102900011032732,高瓜(2),水生根茎类,2023-07-01,1,11.231268601861164,22.462537203722327,0.5646106580883211,0.623396994687337,5.681048820000561,0.5,0.0943
102900011032732,高瓜(2),水生根茎类,2023-07-02,2,11.261904869479213,22.523809738958427,0.5619661958685294,0.6204771953942028,5.669864527258222,0.5,0.0943
102900011032732,高瓜(2),水生根茎类,2023-07-03,3,11.292541137097261,22.585082274194523,0.5593412532074226,0.6175789480042206,5.658732547297798,0.5,0.0943
102900011032732,高瓜(2),水生根茎类,2023-07-04,4,11.323177404715311,22.646354809430623,0.5567356336540111,0.6147020356122459,5.647652494504831,0.5,0.0943
102900011032732,高瓜(2),水生根茎类,2023-07-05,5,11.353813672333361,22.707627344666722,0.5541491432586911,0.6118462440749599,5.636623987140598,0.5,0.0943
102900011032732,高瓜(2),水生根茎类,2023-07-06,6,11.384449939951411,22.768899879902822,0.5515815905347521,0.6090113619683694,5.625646647292795,0.5,0.0943
102900011032732,高瓜(2),水生根茎类,2023-07-07,7,11.41508620756946,22.83017241513892,0.5490327864205855,0.606197180546081,5.614720100827046,0.5,0.0943
102900011033173,槐花,花叶类,2023-07-01,1,10.543157327684792,21.086314655369584,0.3556479290417948,0.42746145317523415,2.99251078595858,0.5,0.168
102900011033173,槐花,花叶类,2023-07-02,2,10.58517230136952,21.17034460273904,0.35401024990752816,0.42549308883116366,2.9906013251243433,0.5,0.168
102900011033173,槐花,花叶类,2023-07-03,3,10.627187275054247,21.254374550108494,0.3523865546795995,0.4235415320668264,2.9887006395449376,0.5,0.168
102900011033173,槐花,花叶类,2023-07-04,4,10.669202248738973,21.338404497477946,0.3507766693708134,0.42160657376299693,2.9868086544371995,0.5,0.168
102900011033173,槐花,花叶类,2023-07-05,5,10.7112172224237,21.4224344448474,0.34918042283247996,0.4196880082121154,2.9849252959465886,0.5,0.168
102900011033173,槐花,花叶类,2023-07-06,6,10.753232196108428,21.506464392216856,0.3475976466972002,0.41778563304951954,2.9830504911320768,0.5,0.168
102900011033173,槐花,花叶类,2023-07-07,7,10.795247169793155,21.59049433958631,0.34602817532302205,0.4158992491863246,2.9811841679513185,0.5,0.168
102900011033906,保康高山大白菜,花叶类,2023-07-01,1,0.3730803097793731,0.7461606195587462,167.11497221913348,184.51470930676106,55.8558063015539,0.5,0.0943
102900011033906,保康高山大白菜,花叶类,2023-07-02,2,0.36381836504253995,0.7276367300850799,173.8193289997915,191.91711273025453,56.65435800178497,0.5,0.0943
102900011033906,保康高山大白菜,花叶类,2023-07-03,3,0.3545564203057068,0.7091128406114136,180.9761383508547,199.81907734443493,57.485366776826766,0.5,0.0943
102900011033906,保康高山大白菜,花叶类,2023-07-04,4,0.3452944755688736,0.6905889511377472,188.62898581872585,208.2687267513811,58.3510526897157,0.5,0.0943
102900011033906,保康高山大白菜,花叶类,2023-07-05,5,0.33603253083204043,0.6720650616640809,196.82698260614558,217.32028553179373,59.25385265396389,0.5,0.0943
102900011033906,保康高山大白菜,花叶类,2023-07-06,6,0.32677058609520726,0.6535411721904145,205.62564392915235,227.0350490550429,60.19644832199653,0.5,0.0943
102900011033906,保康高山大白菜,花叶类,2023-07-07,7,0.3175086413583741,0.6350172827167482,215.08793692514337,237.48254049369922,61.181798472866376,0.5,0.0943
